"customer_id","first_transaction","first_date"
1,9785,2017-01-05 00:00:00.000 +0300
1,9785,2017-01-05 00:00:00.000 +0300
1,9785,2017-01-05 00:00:00.000 +0300
1,9785,2017-01-05 00:00:00.000 +0300
1,9785,2017-01-05 00:00:00.000 +0300
1,9785,2017-01-05 00:00:00.000 +0300
1,9785,2017-01-05 00:00:00.000 +0300
1,9785,2017-01-05 00:00:00.000 +0300
1,9785,2017-01-05 00:00:00.000 +0300
1,9785,2017-01-05 00:00:00.000 +0300
1,9785,2017-01-05 00:00:00.000 +0300
2,2261,2017-05-04 00:00:00.000 +0300
2,2261,2017-05-04 00:00:00.000 +0300
2,2261,2017-05-04 00:00:00.000 +0300
3,10302,2017-02-23 00:00:00.000 +0300
3,10302,2017-02-23 00:00:00.000 +0300
3,10302,2017-02-23 00:00:00.000 +0300
3,10302,2017-02-23 00:00:00.000 +0300
3,10302,2017-02-23 00:00:00.000 +0300
3,10302,2017-02-23 00:00:00.000 +0300
3,10302,2017-02-23 00:00:00.000 +0300
3,10302,2017-02-23 00:00:00.000 +0300
4,12441,2017-04-03 00:00:00.000 +0300
4,12441,2017-04-03 00:00:00.000 +0300
5,2291,2017-03-03 00:00:00.000 +0300
5,2291,2017-03-03 00:00:00.000 +0300
5,2291,2017-03-03 00:00:00.000 +0300
5,2291,2017-03-03 00:00:00.000 +0300
5,2291,2017-03-03 00:00:00.000 +0300
5,2291,2017-03-03 00:00:00.000 +0300
6,7096,2017-01-28 00:00:00.000 +0300
6,7096,2017-01-28 00:00:00.000 +0300
6,7096,2017-01-28 00:00:00.000 +0300
6,7096,2017-01-28 00:00:00.000 +0300
6,7096,2017-01-28 00:00:00.000 +0300
7,18369,2017-02-18 00:00:00.000 +0300
7,18369,2017-02-18 00:00:00.000 +0300
7,18369,2017-02-18 00:00:00.000 +0300
8,10792,2017-01-04 00:00:00.000 +0300
8,10792,2017-01-04 00:00:00.000 +0300
8,10792,2017-01-04 00:00:00.000 +0300
8,10792,2017-01-04 00:00:00.000 +0300
8,10792,2017-01-04 00:00:00.000 +0300
8,10792,2017-01-04 00:00:00.000 +0300
8,10792,2017-01-04 00:00:00.000 +0300
8,10792,2017-01-04 00:00:00.000 +0300
8,10792,2017-01-04 00:00:00.000 +0300
8,10792,2017-01-04 00:00:00.000 +0300
9,8591,2017-02-04 00:00:00.000 +0300
9,8591,2017-02-04 00:00:00.000 +0300
9,8591,2017-02-04 00:00:00.000 +0300
9,8591,2017-02-04 00:00:00.000 +0300
9,8591,2017-02-04 00:00:00.000 +0300
9,8591,2017-02-04 00:00:00.000 +0300
10,5956,2017-06-20 00:00:00.000 +0300
10,5956,2017-06-20 00:00:00.000 +0300
10,5956,2017-06-20 00:00:00.000 +0300
10,5956,2017-06-20 00:00:00.000 +0300
10,5956,2017-06-20 00:00:00.000 +0300
10,5956,2017-06-20 00:00:00.000 +0300
11,6004,2017-04-02 00:00:00.000 +0300
11,6004,2017-04-02 00:00:00.000 +0300
11,6004,2017-04-02 00:00:00.000 +0300
11,6004,2017-04-02 00:00:00.000 +0300
11,6004,2017-04-02 00:00:00.000 +0300
11,6004,2017-04-02 00:00:00.000 +0300
12,6741,2017-02-12 00:00:00.000 +0300
12,6741,2017-02-12 00:00:00.000 +0300
12,6741,2017-02-12 00:00:00.000 +0300
12,6741,2017-02-12 00:00:00.000 +0300
12,6741,2017-02-12 00:00:00.000 +0300
12,6741,2017-02-12 00:00:00.000 +0300
12,6741,2017-02-12 00:00:00.000 +0300
13,17763,2017-01-06 00:00:00.000 +0300
13,17763,2017-01-06 00:00:00.000 +0300
13,17763,2017-01-06 00:00:00.000 +0300
13,17763,2017-01-06 00:00:00.000 +0300
13,17763,2017-01-06 00:00:00.000 +0300
13,17763,2017-01-06 00:00:00.000 +0300
13,17763,2017-01-06 00:00:00.000 +0300
14,16253,2017-05-11 00:00:00.000 +0300
14,16253,2017-05-11 00:00:00.000 +0300
14,16253,2017-05-11 00:00:00.000 +0300
14,16253,2017-05-11 00:00:00.000 +0300
15,17528,2017-01-20 00:00:00.000 +0300
15,17528,2017-01-20 00:00:00.000 +0300
15,17528,2017-01-20 00:00:00.000 +0300
15,17528,2017-01-20 00:00:00.000 +0300
15,17528,2017-01-20 00:00:00.000 +0300
15,17528,2017-01-20 00:00:00.000 +0300
16,14760,2017-02-12 00:00:00.000 +0300
16,14760,2017-02-12 00:00:00.000 +0300
16,14760,2017-02-12 00:00:00.000 +0300
16,14760,2017-02-12 00:00:00.000 +0300
16,14760,2017-02-12 00:00:00.000 +0300
17,1404,2017-03-14 00:00:00.000 +0300
17,1404,2017-03-14 00:00:00.000 +0300
17,1404,2017-03-14 00:00:00.000 +0300
17,1404,2017-03-14 00:00:00.000 +0300
17,1404,2017-03-14 00:00:00.000 +0300
18,7092,2017-03-25 00:00:00.000 +0300
18,7092,2017-03-25 00:00:00.000 +0300
18,7092,2017-03-25 00:00:00.000 +0300
18,7092,2017-03-25 00:00:00.000 +0300
18,7092,2017-03-25 00:00:00.000 +0300
18,7092,2017-03-25 00:00:00.000 +0300
18,7092,2017-03-25 00:00:00.000 +0300
19,4664,2017-01-31 00:00:00.000 +0300
19,4664,2017-01-31 00:00:00.000 +0300
19,4664,2017-01-31 00:00:00.000 +0300
20,18030,2017-06-11 00:00:00.000 +0300
20,18030,2017-06-11 00:00:00.000 +0300
20,18030,2017-06-11 00:00:00.000 +0300
20,18030,2017-06-11 00:00:00.000 +0300
21,14115,2017-02-12 00:00:00.000 +0300
21,14115,2017-02-12 00:00:00.000 +0300
21,14115,2017-02-12 00:00:00.000 +0300
21,14115,2017-02-12 00:00:00.000 +0300
21,14115,2017-02-12 00:00:00.000 +0300
22,17002,2017-01-06 00:00:00.000 +0300
22,17002,2017-01-06 00:00:00.000 +0300
22,17002,2017-01-06 00:00:00.000 +0300
22,17002,2017-01-06 00:00:00.000 +0300
22,17002,2017-01-06 00:00:00.000 +0300
22,17002,2017-01-06 00:00:00.000 +0300
22,17002,2017-01-06 00:00:00.000 +0300
22,17002,2017-01-06 00:00:00.000 +0300
23,18219,2017-03-27 00:00:00.000 +0300
23,18219,2017-03-27 00:00:00.000 +0300
23,18219,2017-03-27 00:00:00.000 +0300
23,18219,2017-03-27 00:00:00.000 +0300
23,18219,2017-03-27 00:00:00.000 +0300
23,18219,2017-03-27 00:00:00.000 +0300
23,18219,2017-03-27 00:00:00.000 +0300
24,15926,2017-01-25 00:00:00.000 +0300
24,15926,2017-01-25 00:00:00.000 +0300
24,15926,2017-01-25 00:00:00.000 +0300
24,15926,2017-01-25 00:00:00.000 +0300
24,15926,2017-01-25 00:00:00.000 +0300
24,15926,2017-01-25 00:00:00.000 +0300
24,15926,2017-01-25 00:00:00.000 +0300
24,15926,2017-01-25 00:00:00.000 +0300
25,16026,2017-02-08 00:00:00.000 +0300
25,16026,2017-02-08 00:00:00.000 +0300
25,16026,2017-02-08 00:00:00.000 +0300
25,16026,2017-02-08 00:00:00.000 +0300
25,16026,2017-02-08 00:00:00.000 +0300
25,16026,2017-02-08 00:00:00.000 +0300
25,16026,2017-02-08 00:00:00.000 +0300
25,16026,2017-02-08 00:00:00.000 +0300
25,16026,2017-02-08 00:00:00.000 +0300
25,16026,2017-02-08 00:00:00.000 +0300
25,16026,2017-02-08 00:00:00.000 +0300
25,16026,2017-02-08 00:00:00.000 +0300
26,7674,2017-04-02 00:00:00.000 +0300
26,7674,2017-04-02 00:00:00.000 +0300
26,7674,2017-04-02 00:00:00.000 +0300
27,1275,2017-04-08 00:00:00.000 +0300
27,1275,2017-04-08 00:00:00.000 +0300
27,1275,2017-04-08 00:00:00.000 +0300
27,1275,2017-04-08 00:00:00.000 +0300
27,1275,2017-04-08 00:00:00.000 +0300
27,1275,2017-04-08 00:00:00.000 +0300
27,1275,2017-04-08 00:00:00.000 +0300
28,7775,2017-01-23 00:00:00.000 +0300
28,7775,2017-01-23 00:00:00.000 +0300
28,7775,2017-01-23 00:00:00.000 +0300
28,7775,2017-01-23 00:00:00.000 +0300
28,7775,2017-01-23 00:00:00.000 +0300
28,7775,2017-01-23 00:00:00.000 +0300
29,10676,2017-01-04 00:00:00.000 +0300
29,10676,2017-01-04 00:00:00.000 +0300
29,10676,2017-01-04 00:00:00.000 +0300
29,10676,2017-01-04 00:00:00.000 +0300
29,10676,2017-01-04 00:00:00.000 +0300
29,10676,2017-01-04 00:00:00.000 +0300
29,10676,2017-01-04 00:00:00.000 +0300
29,10676,2017-01-04 00:00:00.000 +0300
29,10676,2017-01-04 00:00:00.000 +0300
30,3214,2017-04-02 00:00:00.000 +0300
30,3214,2017-04-02 00:00:00.000 +0300
30,3214,2017-04-02 00:00:00.000 +0300
31,4321,2017-03-21 00:00:00.000 +0300
31,4321,2017-03-21 00:00:00.000 +0300
31,4321,2017-03-21 00:00:00.000 +0300
31,4321,2017-03-21 00:00:00.000 +0300
32,15069,2017-01-14 00:00:00.000 +0300
32,15069,2017-01-14 00:00:00.000 +0300
32,15069,2017-01-14 00:00:00.000 +0300
32,15069,2017-01-14 00:00:00.000 +0300
32,15069,2017-01-14 00:00:00.000 +0300
32,15069,2017-01-14 00:00:00.000 +0300
32,15069,2017-01-14 00:00:00.000 +0300
33,6156,2017-03-20 00:00:00.000 +0300
33,6156,2017-03-20 00:00:00.000 +0300
33,6156,2017-03-20 00:00:00.000 +0300
33,6156,2017-03-20 00:00:00.000 +0300
33,6156,2017-03-20 00:00:00.000 +0300
33,6156,2017-03-20 00:00:00.000 +0300
33,6156,2017-03-20 00:00:00.000 +0300
34,9044,2017-02-13 00:00:00.000 +0300
34,9044,2017-02-13 00:00:00.000 +0300
34,9044,2017-02-13 00:00:00.000 +0300
34,9044,2017-02-13 00:00:00.000 +0300
34,9044,2017-02-13 00:00:00.000 +0300
34,9044,2017-02-13 00:00:00.000 +0300
34,9044,2017-02-13 00:00:00.000 +0300
34,9044,2017-02-13 00:00:00.000 +0300
34,9044,2017-02-13 00:00:00.000 +0300
35,15032,2017-03-28 00:00:00.000 +0300
35,15032,2017-03-28 00:00:00.000 +0300
35,15032,2017-03-28 00:00:00.000 +0300
35,15032,2017-03-28 00:00:00.000 +0300
36,1418,2017-04-08 00:00:00.000 +0300
36,1418,2017-04-08 00:00:00.000 +0300
37,13475,2017-03-05 00:00:00.000 +0300
37,13475,2017-03-05 00:00:00.000 +0300
37,13475,2017-03-05 00:00:00.000 +0300
37,13475,2017-03-05 00:00:00.000 +0300
37,13475,2017-03-05 00:00:00.000 +0300
